Soal Pertanyaan,Label,Casefold,Tokenize,FreqDist,Stopwords,Stemmed
"Para pedagang dari Arab datang ke nusantara tidak hanya bertransaksi dengan pedagang pribumi, tetapi juga dengan pedagang Hindu dan Cina yang juga berdagang di Indonesia. Tujuan mereka sama yaitu mencari rempah-rempah yang pada saat itu menjadi komoditi utama yang sangat popular. Kedatangan pedagang Arab tersebut ditandai dengan ",C4,"para pedagang dari arab datang ke nusantara tidak hanya bertransaksi dengan pedagang pribumi, tetapi juga dengan pedagang hindu dan cina yang juga berdagang di indonesia. tujuan mereka sama yaitu mencari rempah-rempah yang pada saat itu menjadi komoditi utama yang sangat popular. kedatangan pedagang arab tersebut ditandai dengan ","['para', 'pedagang', 'dari', 'arab', 'datang', 'ke', 'nusantara', 'tidak', 'hanya', 'bertransaksi', 'dengan', 'pedagang', 'pribumi', 'tetapi', 'juga', 'dengan', 'pedagang', 'hindu', 'dan', 'cina', 'yang', 'juga', 'berdagang', 'di', 'indonesia', 'tujuan', 'mereka', 'sama', 'yaitu', 'mencari', 'rempahrempah', 'yang', 'pada', 'saat', 'itu', 'menjadi', 'komoditi', 'utama', 'yang', 'sangat', 'popular', 'kedatangan', 'pedagang', 'arab', 'tersebut', 'ditandai', 'dengan']",<FreqDist with 38 samples and 47 outcomes>,"['pedagang', 'arab', 'nusantara', 'bertransaksi', 'pedagang', 'pribumi', 'pedagang', 'hindu', 'cina', 'berdagang', 'indonesia', 'tujuan', 'mencari', 'rempahrempah', 'komoditi', 'utama', 'popular', 'kedatangan', 'pedagang', 'arab', 'ditandai']","['dagang', 'arab', 'nusantara', 'transaksi', 'dagang', 'pribumi', 'dagang', 'hindu', 'cina', 'dagang', 'indonesia', 'tuju', 'cari', 'rempahrempah', 'komoditi', 'utama', 'popular', 'datang', 'dagang', 'arab', 'tanda']"
Berikut yang bukan faktor pendorong penjelajahan samudra oleh bangsa Eropa adalah,C4,berikut yang bukan faktor pendorong penjelajahan samudra oleh bangsa eropa adalah,"['berikut', 'yang', 'bukan', 'faktor', 'pendorong', 'penjelajahan', 'samudra', 'oleh', 'bangsa', 'eropa', 'adalah']",<FreqDist with 11 samples and 11 outcomes>,"['faktor', 'pendorong', 'penjelajahan', 'samudra', 'bangsa', 'eropa']","['faktor', 'dorong', 'jelajah', 'samudra', 'bangsa', 'eropa']"
Salah satu kota pusat perdagangan terkenal dan sangat ramai yang menjadi penghubung Dunia Barat dan Timur di Eropa adalah,C4,salah satu kota pusat perdagangan terkenal dan sangat ramai yang menjadi penghubung dunia barat dan timur di eropa adalah,"['salah', 'satu', 'kota', 'pusat', 'perdagangan', 'terkenal', 'dan', 'sangat', 'ramai', 'yang', 'menjadi', 'penghubung', 'dunia', 'barat', 'dan', 'timur', 'di', 'eropa', 'adalah']",<FreqDist with 18 samples and 19 outcomes>,"['salah', 'kota', 'pusat', 'perdagangan', 'terkenal', 'ramai', 'penghubung', 'dunia', 'barat', 'timur', 'eropa']","['salah', 'kota', 'pusat', 'dagang', 'kenal', 'ramai', 'hubung', 'dunia', 'barat', 'timur', 'eropa']"
"Pada tahun 1453, Konstantinopel dikuasai Kesultanan Turki Utsmani (Ottoman). Dampak dikuasainya Konstantinopel oleh Kesultanan Turki Utsmani terhadap perdagangan rempah-rempah bangsa Eropa adalah ",C4,"pada tahun 1453, konstantinopel dikuasai kesultanan turki utsmani (ottoman). dampak dikuasainya konstantinopel oleh kesultanan turki utsmani terhadap perdagangan rempah-rempah bangsa eropa adalah ","['pada', 'tahun', '1453', 'konstantinopel', 'dikuasai', 'kesultanan', 'turki', 'utsmani', 'ottoman', 'dampak', 'dikuasainya', 'konstantinopel', 'oleh', 'kesultanan', 'turki', 'utsmani', 'terhadap', 'perdagangan', 'rempahrempah', 'bangsa', 'eropa', 'adalah']",<FreqDist with 18 samples and 22 outcomes>,"['1453', 'konstantinopel', 'dikuasai', 'kesultanan', 'turki', 'utsmani', 'ottoman', 'dampak', 'dikuasainya', 'konstantinopel', 'kesultanan', 'turki', 'utsmani', 'perdagangan', 'rempahrempah', 'bangsa', 'eropa']","['1453', 'konstantinopel', 'asai', 'sultan', 'turki', 'utsmani', 'ottoman', 'dampak', 'kuasa', 'konstantinopel', 'sultan', 'turki', 'utsmani', 'dagang', 'rempahrempah', 'bangsa', 'eropa']"
Perkembangan agama dan budaya Hindu-Buddha di Indonesia telah mengakibatkan terjadinya beberapa perubahan dalam kehidupan masyarakat Indonesia. Berikut ini yang merupakan perubahan kehidupan masyarakat setelah masuknya kebudayaan Hindu- Buddha di Indonesia dalam bidang budaya adalah ,C4,perkembangan agama dan budaya hindu-buddha di indonesia telah mengakibatkan terjadinya beberapa perubahan dalam kehidupan masyarakat indonesia. berikut ini yang merupakan perubahan kehidupan masyarakat setelah masuknya kebudayaan hindu- buddha di indonesia dalam bidang budaya adalah ,"['perkembangan', 'agama', 'dan', 'budaya', 'hindubuddha', 'di', 'indonesia', 'telah', 'mengakibatkan', 'terjadinya', 'beberapa', 'perubahan', 'dalam', 'kehidupan', 'masyarakat', 'indonesia', 'berikut', 'ini', 'yang', 'merupakan', 'perubahan', 'kehidupan', 'masyarakat', 'setelah', 'masuknya', 'kebudayaan', 'hindu', 'buddha', 'di', 'indonesia', 'dalam', 'bidang', 'budaya', 'adalah']",<FreqDist with 26 samples and 34 outcomes>,"['perkembangan', 'agama', 'budaya', 'hindubuddha', 'indonesia', 'mengakibatkan', 'perubahan', 'kehidupan', 'masyarakat', 'indonesia', 'perubahan', 'kehidupan', 'masyarakat', 'masuknya', 'kebudayaan', 'hindu', 'buddha', 'indonesia', 'bidang', 'budaya']","['kembang', 'agama', 'budaya', 'hindubuddha', 'indonesia', 'akibat', 'ubah', 'hidup', 'masyarakat', 'indonesia', 'ubah', 'hidup', 'masyarakat', 'masuk', 'budaya', 'hindu', 'buddha', 'indonesia', 'bidang', 'budaya']"
Tantangan kedatangan Cornelis de Houtman dari bangsa Eropa di Banten adalah ,C5,tantangan kedatangan cornelis de houtman dari bangsa eropa di banten adalah ,"['tantangan', 'kedatangan', 'cornelis', 'de', 'houtman', 'dari', 'bangsa', 'eropa', 'di', 'banten', 'adalah']",<FreqDist with 11 samples and 11 outcomes>,"['tantangan', 'kedatangan', 'cornelis', 'de', 'houtman', 'bangsa', 'eropa', 'banten']","['tantang', 'datang', 'cornelis', 'de', 'houtman', 'bangsa', 'eropa', 'banten']"
"Islam masuk ke Indonesia pada awalnya dibawa oleh para pedagang atau saudagar dari Arab, India, dan Persia. Kemudian pedagang tersebut berbaur dengan orang Jawa, Melayu, Sunda dan suku bangsa lainnya dan tinggal dan menetap di wilayah tersebut. Oleh karena itu maka masyarakat mudah menerima masuknya agama dan budaya Islam. Hal ini membuktikan Islam masuk ke Indonesia melalui",C6,"islam masuk ke indonesia pada awalnya dibawa oleh para pedagang atau saudagar dari arab, india, dan persia. kemudian pedagang tersebut berbaur dengan orang jawa, melayu, sunda dan suku bangsa lainnya dan tinggal dan menetap di wilayah tersebut. oleh karena itu maka masyarakat mudah menerima masuknya agama dan budaya islam. hal ini membuktikan islam masuk ke indonesia melalui","['islam', 'masuk', 'ke', 'indonesia', 'pada', 'awalnya', 'dibawa', 'oleh', 'para', 'pedagang', 'atau', 'saudagar', 'dari', 'arab', 'india', 'dan', 'persia', 'kemudian', 'pedagang', 'tersebut', 'berbaur', 'dengan', 'orang', 'jawa', 'melayu', 'sunda', 'dan', 'suku', 'bangsa', 'lainnya', 'dan', 'tinggal', 'dan', 'menetap', 'di', 'wilayah', 'tersebut', 'oleh', 'karena', 'itu', 'maka', 'masyarakat', 'mudah', 'menerima', 'masuknya', 'agama', 'dan', 'budaya', 'islam', 'hal', 'ini', 'membuktikan', 'islam', 'masuk', 'ke', 'indonesia', 'melalui']",<FreqDist with 45 samples and 57 outcomes>,"['islam', 'masuk', 'indonesia', 'dibawa', 'pedagang', 'saudagar', 'arab', 'india', 'persia', 'pedagang', 'berbaur', 'orang', 'jawa', 'melayu', 'sunda', 'suku', 'bangsa', 'tinggal', 'menetap', 'wilayah', 'masyarakat', 'mudah', 'menerima', 'masuknya', 'agama', 'budaya', 'islam', 'membuktikan', 'islam', 'masuk', 'indonesia']","['islam', 'masuk', 'indonesia', 'bawa', 'dagang', 'saudagar', 'arab', 'india', 'sia', 'dagang', 'baur', 'orang', 'jawa', 'melayu', 'sunda', 'suku', 'bangsa', 'tinggal', 'tetap', 'wilayah', 'masyarakat', 'mudah', 'terima', 'masuk', 'agama', 'budaya', 'islam', 'bukti', 'islam', 'masuk', 'indonesia']"
"Ferdinand Magellan memimpin pelayaran bangsa Spanyol sejak tahun 1519. Dia mulai berlayar dari Sanlucar de Barrameda, Spanyol ke arah barat menuju bagian selatan Benua Amerika. Pada tahun 1520, Magellan mencapai Kepulauan Filipina. Namun, pada saat berlabuh di sana, nasib Magellan tidak beruntung, sehingga dia meninggal pada tahun 1521. Faktor penyebab meninggalnya Magellan adalah ",C5,"ferdinand magellan memimpin pelayaran bangsa spanyol sejak tahun 1519. dia mulai berlayar dari sanlucar de barrameda, spanyol ke arah barat menuju bagian selatan benua amerika. pada tahun 1520, magellan mencapai kepulauan filipina. namun, pada saat berlabuh di sana, nasib magellan tidak beruntung, sehingga dia meninggal pada tahun 1521. faktor penyebab meninggalnya magellan adalah ","['ferdinand', 'magellan', 'memimpin', 'pelayaran', 'bangsa', 'spanyol', 'sejak', 'tahun', '1519', 'dia', 'mulai', 'berlayar', 'dari', 'sanlucar', 'de', 'barrameda', 'spanyol', 'ke', 'arah', 'barat', 'menuju', 'bagian', 'selatan', 'benua', 'amerika', 'pada', 'tahun', '1520', 'magellan', 'mencapai', 'kepulauan', 'filipina', 'namun', 'pada', 'saat', 'berlabuh', 'di', 'sana', 'nasib', 'magellan', 'tidak', 'beruntung', 'sehingga', 'dia', 'meninggal', 'pada', 'tahun', '1521', 'faktor', 'penyebab', 'meninggalnya', 'magellan', 'adalah']",<FreqDist with 44 samples and 53 outcomes>,"['ferdinand', 'magellan', 'memimpin', 'pelayaran', 'bangsa', 'spanyol', '1519', 'berlayar', 'sanlucar', 'de', 'barrameda', 'spanyol', 'arah', 'barat', 'selatan', 'benua', 'amerika', '1520', 'magellan', 'mencapai', 'kepulauan', 'filipina', 'berlabuh', 'nasib', 'magellan', 'beruntung', 'meninggal', '1521', 'faktor', 'penyebab', 'meninggalnya', 'magellan']","['ferdinand', 'magellan', 'pimpin', 'layar', 'bangsa', 'spanyol', '1519', 'layar', 'sanlucar', 'de', 'barrameda', 'spanyol', 'arah', 'barat', 'selatan', 'benua', 'amerika', '1520', 'magellan', 'capai', 'pulau', 'filipina', 'labuh', 'nasib', 'magellan', 'untung', 'tinggal', '1521', 'faktor', 'sebab', 'tinggal', 'magellan']"
Pengaruh budaya Hindu dari India menyebabkan Kutai yang semula merupakan kelompok masyarakat yang berbentuk suku berubah menjadi kerajaan. Namun demikian pada masa raja Kudungga dianggap belum mendapat pengaruh budaya dari India. Hal ini didasarkan atas ,C4,pengaruh budaya hindu dari india menyebabkan kutai yang semula merupakan kelompok masyarakat yang berbentuk suku berubah menjadi kerajaan. namun demikian pada masa raja kudungga dianggap belum mendapat pengaruh budaya dari india. hal ini didasarkan atas ,"['pengaruh', 'budaya', 'hindu', 'dari', 'india', 'menyebabkan', 'kutai', 'yang', 'semula', 'merupakan', 'kelompok', 'masyarakat', 'yang', 'berbentuk', 'suku', 'berubah', 'menjadi', 'kerajaan', 'namun', 'demikian', 'pada', 'masa', 'raja', 'kudungga', 'dianggap', 'belum', 'mendapat', 'pengaruh', 'budaya', 'dari', 'india', 'hal', 'ini', 'didasarkan', 'atas']",<FreqDist with 30 samples and 35 outcomes>,"['pengaruh', 'budaya', 'hindu', 'india', 'menyebabkan', 'kutai', 'kelompok', 'masyarakat', 'berbentuk', 'suku', 'berubah', 'kerajaan', 'raja', 'kudungga', 'dianggap', 'pengaruh', 'budaya', 'india', 'didasarkan']","['pengaruh', 'budaya', 'hindu', 'india', 'sebab', 'kuta', 'kelompok', 'masyarakat', 'bentuk', 'suku', 'ubah', 'raja', 'raja', 'kudungga', 'anggap', 'pengaruh', 'budaya', 'india', 'dasar']"
"Diketahui bahwa Situs Manusia Purba Sangiran telah ditetapkan oleh UNESCO sebagai warisan budaya dunia, tentu ini sangat membanggakan bangsa Indonesia. Pengakuan tersebut tentu didasari berbagai pertimbangan yang kompleks, yaitu",C6,"diketahui bahwa situs manusia purba sangiran telah ditetapkan oleh unesco sebagai warisan budaya dunia, tentu ini sangat membanggakan bangsa indonesia. pengakuan tersebut tentu didasari berbagai pertimbangan yang kompleks, yaitu","['diketahui', 'bahwa', 'situs', 'manusia', 'purba', 'sangiran', 'telah', 'ditetapkan', 'oleh', 'unesco', 'sebagai', 'warisan', 'budaya', 'dunia', 'tentu', 'ini', 'sangat', 'membanggakan', 'bangsa', 'indonesia', 'pengakuan', 'tersebut', 'tentu', 'didasari', 'berbagai', 'pertimbangan', 'yang', 'kompleks', 'yaitu']",<FreqDist with 28 samples and 29 outcomes>,"['situs', 'manusia', 'purba', 'sangiran', 'ditetapkan', 'unesco', 'warisan', 'budaya', 'dunia', 'membanggakan', 'bangsa', 'indonesia', 'pengakuan', 'didasari', 'pertimbangan', 'kompleks']","['situs', 'manusia', 'purba', 'sangir', 'tetap', 'unesco', 'waris', 'budaya', 'dunia', 'bangga', 'bangsa', 'indonesia', 'aku', 'dasar', 'timbang', 'kompleks']"
"Menurut anda jika seluruh lingkungan, mulai dari yang terdekat misal gedung sekolah, rumah tempat kamu tinggal serta perabot dan peralatan yang membantu dalam bekerja ada yang membuatnya, maka bagaimana dengan makhluk hidup, alam semesta angkasa raya bumi dan seisinya ini",C6,"menurut anda jika seluruh lingkungan, mulai dari yang terdekat misal gedung sekolah, rumah tempat kamu tinggal serta perabot dan peralatan yang membantu dalam bekerja ada yang membuatnya, maka bagaimana dengan makhluk hidup, alam semesta angkasa raya bumi dan seisinya ini","['menurut', 'anda', 'jika', 'seluruh', 'lingkungan', 'mulai', 'dari', 'yang', 'terdekat', 'misal', 'gedung', 'sekolah', 'rumah', 'tempat', 'kamu', 'tinggal', 'serta', 'perabot', 'dan', 'peralatan', 'yang', 'membantu', 'dalam', 'bekerja', 'ada', 'yang', 'membuatnya', 'maka', 'bagaimana', 'dengan', 'makhluk', 'hidup', 'alam', 'semesta', 'angkasa', 'raya', 'bumi', 'dan', 'seisinya', 'ini']",<FreqDist with 37 samples and 40 outcomes>,"['lingkungan', 'terdekat', 'gedung', 'sekolah', 'rumah', 'tinggal', 'perabot', 'peralatan', 'membantu', 'membuatnya', 'makhluk', 'hidup', 'alam', 'semesta', 'angkasa', 'raya', 'bumi', 'seisinya']","['lingkung', 'dekat', 'gedung', 'sekolah', 'rumah', 'tinggal', 'perabot', 'alat', 'bantu', 'buat', 'makhluk', 'hidup', 'alam', 'semesta', 'angkasa', 'raya', 'bumi', 'isi']"
